,Year of Observation,Insurance Period,Residential,Building Painted,Building Fenced,Garden,Settlement,Building Dimension,Building Type,Date Of Occupancy,Number of Windows,Geo Code,Claim
1299,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,250,2,1960,4,13206,0
1300,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,350,2,1980,4,13206,0
1301,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,900,2,1980,4,13206,0
1302,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,600,2,1960,4,13206,1
1303,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,475,2,1960,4,13206,1
1304,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,400,2,1930,4,13206,0
1305,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,400,2,1930,4,13206,1
1306,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,743,2,1890,6,13206,0
1307,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1105,2,1960,4,13207,0
1308,2014,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,300,2,1960,4,13207,0
1309,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,650,2,1940,3,13207,0
1310,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,448,2,1960,4,13207,0
1311,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1800,2,1960,4,13207,0
1312,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1800,2,1960,4,13207,0
1313,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,140,2,1960,4,13207,1
1314,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,396,2,1900,5,13207,0
1315,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,396,2,1900,5,13207,0
1316,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1740,2,1960,4,13207,1
1317,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,510,2,1960,4,13207,0
1318,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,510,2,1960,4,13207,0
1319,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,350,2,1960,4,13207,0
1320,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,700,2,1960,4,13207,0
1321,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,700,2,1960,4,13207,1
1322,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,700,2,1960,4,13207,0
1323,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,825,2,1960,4,13207,0
1324,2013,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,230,2,1980,4,13207,0
1325,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2280,2,1970,9,13207,0
1326,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2280,2,1970,9,13207,0
1327,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2280,2,1970,9,13207,0
1328,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,5567,2,1960,6,13207,0
1329,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,960,2,1950,5,13207,0
1330,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,321,2,1900,3,13207,0
1331,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,472,2,1960,4,13207,0
1332,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,660,2,1950,6,13207,1
1333,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,780,2,2015,3,13207,0
1334,2016,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,900,2,1975,3,13207,0
1335,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,516,2,1900,5,13207,0
1336,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1600,2,1960,4,13207,0
1337,2013,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,450,2,1960,4,13207,1
1338,2015,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,450,2,1960,4,13207,0
1339,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1750,2,1960,4,13207,0
1340,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,320,2,1960,4,13207,0
1341,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4700,2,1988,4,13207,0
1342,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,480,2,1960,4,13207,0
1343,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,820,2,1960,4,13207,0
1344,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,100,2,1960,4,13207,0
1345,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,100,2,1960,4,13207,0
1346,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1500,2,1960,4,13207,0
1347,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,660,2,1960,4,13207,0
1348,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,450,2,1960,4,13207,0
1349,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,550,2,1960,4,13207,0
1350,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,570,2,1960,4,13207,0
1351,2016,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1600,2,1960,4,13207,0
1352,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,401,2,1960,4,13207,0
1353,2016,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,401,2,1960,4,13207,0
1354,2016,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,700,2,1960,4,13207,0
1355,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2000,2,1980,4,13207,0
1356,2013,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,2000,2,1980,4,13207,0
1357,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,900,2,1960,4,13207,0
1358,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2100,2,1900,8,13207,1
1359,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2100,2,1900,8,13207,1
1360,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2100,2,1900,8,13207,0
1361,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,880,2,1960,4,13207,0
1362,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,800,2,1960,4,13207,0
1363,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3880,2,2006,6,13208,1
1364,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,360,2,1960,4,13208,0
1365,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,360,2,1960,4,13208,0
1366,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1050,2,1960,4,13208,1
1367,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1050,2,1960,4,13208,0
1368,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,300,2,1960,4,13208,1
1369,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3900,2,1960,4,13208,0
1370,2013,6 Months - 1 Year,0,Painted,Fenced,No Garden,Rural area,4350,2,1960,9,13208,0
1371,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3283,2,1980,5,13208,0
1372,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1200,2,1920,4,13208,1
1373,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4100,2,1970,10,13208,0
1374,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,380,2,1960,4,13208,0
1375,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,510,2,1960,4,13208,0
1376,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,9000,2,2010,10,13208,0
1377,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3550,2,2001,5,13208,0
1378,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1100,2,1930,4,13208,0
1379,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1320,2,1950,8,13208,0
1380,2013,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,2500,2,1960,10,13208,0
1381,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2600,2,1960,4,13208,1
1382,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3100,2,1930,4,13208,0
1383,2015,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,870,2,1960,4,13208,0
1384,2014,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,380,2,1960,4,13208,0
1385,2014,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,3300,2,1900,9,13208,0
1386,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,150,2,1960,4,13208,0
1387,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,2400,2,1960,4,13208,1
1388,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3281,2,1960,4,13208,1
1389,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,6468,2,1980,4,13208,0
1390,2015,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,6468,2,1980,4,13208,0
1391,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1070,2,1980,4,13208,0
1392,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1070,2,1980,4,13208,1
1393,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,6800,2,1960,4,13208,0
1394,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,2000,2,1960,4,13208,1
1395,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1000,2,1960,4,13208,0
1396,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,710,2,1960,4,13208,0
1397,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1500,2,1960,4,13208,0
1398,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1700,2,1960,4,13208,0
1399,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2025,2,1960,4,13209,0
1400,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,6657,2,1988,4,13209,1
1401,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,3000,2,1980,4,13209,0
1402,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,824,2,1950,3,13209,0
1403,2013,0 - 5 Months,0,Painted,Not Fenced,Has Garden,Urban area,370,2,1960,4,13209,0
1404,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1793,2,1960,4,13209,0
1405,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,150,2,1960,4,13209,0
1406,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2255,2,1960,10,13209,0
1407,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1765,2,1970,6,13209,1
1408,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1980,2,1960,4,13209,0
1409,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2270,2,1960,4,13209,0
1410,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2270,2,1960,4,13209,1
1411,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2270,2,1960,4,13209,0
1412,2012,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,4914,2,1980,4,13209,0
1413,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2724,2,1960,5,13209,0
1414,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,12500,2,1970,4,13209,1
1415,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,7259,2,2009,8,13209,0
1416,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,7259,2,2009,8,13209,1
1417,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,600,2,1970,2,13209,0
1418,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,85,2,1950,1,13209,0
1419,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,9122,2,1999,6,13209,1
1420,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2300,2,1970,5,13209,0
1421,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1900,2,1960,10,13209,0
1422,2014,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,600,2,1980,4,13209,0
1423,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1222,2,1960,4,13209,0
1424,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,6766,2,1960,4,13209,1
1425,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2530,2,1960,4,13209,0
1426,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1230,2,1960,4,13209,0
1427,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1300,2,1960,4,13209,0
1428,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,5873,2,1970,10,13209,1
1429,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,5873,2,1970,10,13209,1
1430,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1920,2,1960,4,13209,0
1431,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1880,2,1960,4,13209,0
1432,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2255,2,1960,4,13209,0
1433,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,2255,2,1960,4,13209,0
1434,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1182,2,1960,4,13209,0
1435,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1182,2,1960,4,13209,0
1436,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4080,2,1988,4,13209,1
1437,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3600,2,1970,2,13210,0
1438,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,490,2,1960,4,13210,0
1439,2012,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,100,2,1980,4,13210,0
1440,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,6100,2,1980,4,13210,0
1441,2015,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,1500,2,2010,10,13210,0
1442,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4500,2,1960,6,13210,0
1443,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,430,2,1960,3,13210,0
1444,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,380,2,1910,3,13210,0
1445,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4914,2,1960,5,13210,1
1446,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4914,2,1960,5,13210,1
1447,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,8485,2,2011,7,13210,0
1448,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,8485,2,2011,7,13210,1
1449,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,8485,2,2011,7,13210,1
1450,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,3300,2,1998,5,13210,1
1451,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,600,2,1930,5,13210,0
1452,2013,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,450,2,1960,4,13210,0
1453,2016,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,400,2,1960,4,13210,0
1454,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,190,2,1960,4,13210,0
1455,2016,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,190,2,1960,4,13210,0
1456,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1000,2,1960,4,13211,0
1457,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,800,2,1960,3,13211,0
1458,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,353,2,1960,4,13211,0
1459,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,900,2,1850,3,13211,1
1460,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,355,2,1970,2,13211,0
1461,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,522,2,1964,2,13211,0
1462,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,522,2,1964,2,13211,0
1463,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,541,2,1900,3,13211,0
1464,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,8100,2,2003,6,13212,1
1465,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,600,2,1960,4,13212,0
1466,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,4069,2,2001,5,13212,1
1467,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,2250,2,2011,4,13212,0
1468,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,384,2,1908,3,13212,0
1469,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,456,2,1980,4,13212,0
1470,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,750,2,1980,4,13212,0
1471,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,323,2,1960,4,13212,0
1472,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,700,2,1960,4,13213,0
1473,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,700,2,1960,4,13213,0
1474,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4870,2,1948,10,13213,1
1475,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4523,2,2009,5,13213,1
1476,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,4322,2,2011,5,13213,0
1477,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,6300,2,1973,5,13213,0
1478,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,6300,2,1973,5,13213,0
1479,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,6300,2,1973,5,13213,0
1480,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,6000,2,2012,3,13213,0
1481,2013,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,180,2,1860,2,13213,0
1482,2015,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,2126,2,1960,4,13213,0
1483,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,2600,2,1960,4,13213,1
1484,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1891,2,1980,4,13213,1
1485,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1891,2,1980,4,13213,0
1486,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1891,2,1980,4,13213,1
1487,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3500,2,1900,7,13213,1
1488,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,900,2,1999,3,13213,0
1489,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,7500,2,1980,4,13213,1
1490,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,7500,2,1980,4,13213,0
1491,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,320,2,1950,3,13213,0
1492,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,16859,2,1980,4,13213,0
1493,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,8900,2,2012,6,13214,0
1494,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,580,2,1950,4,13214,1
1495,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,534,2,1910,4,13214,0
1496,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,534,2,1910,4,13214,0
1497,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,534,2,1910,4,13214,0
1498,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,780,2,1960,4,13214,0
1499,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1377,2,1960,4,13214,0
1500,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1920,2,1960,4,13214,0
1501,2016,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1920,2,1960,4,13214,0
1502,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,1410,2,1960,4,13214,0
1503,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,8960,2,2009,3,13215,0
1504,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,8960,2,2009,3,13215,0
1505,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,6100,2,2007,5,13215,0
1506,2013,0 - 5 Months,0,Not Painted,Not Fenced,Has Garden,Urban area,204,2,1960,4,13215,0
1507,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,432,2,1960,4,13215,1
1508,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,432,2,1960,4,13215,0
1509,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,400,2,2010,3,13215,0
1510,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,330,2,1910,2,13215,0
1511,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1300,2,1960,4,13215,0
1512,2016,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,510,2,1950,3,13215,0
1513,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,530,2,1960,4,13215,0
1514,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,400,2,1900,4,13215,0
1515,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,250,2,1980,4,13215,0
1516,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,250,2,1960,4,13216,0
1517,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,4000,2,1988,4,13216,0
1518,2012,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,300,2,1950,1,13216,0
1519,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,300,2,1940,3,13216,1
1520,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,200,2,1930,2,13216,0
1521,2016,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,540,2,1960,4,13216,0
1522,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,450,2,1900,4,13216,0
1523,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,68,2,1960,4,13216,0
1524,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,68,2,1960,4,13216,0
1525,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,175,2,1960,4,13216,0
1526,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,695,2,1960,4,13216,0
1527,2013,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,870,1,1960,4,13904,0
1528,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,870,1,1960,4,13904,0
1529,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,900,2,1960,4,14047,0
1530,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,980,2,1980,4,14079,0
1531,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,8500,2,1980,4,14117,0
1532,2014,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,8500,2,1980,4,14117,0
1533,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1750,2,1960,4,14117,1
1534,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,185,2,1980,4,14118,0
